,Date,City,Raw Number of Posts,Residual After Controlling for Time,Good Sunset
San_Francisco2016-04-20,2016-04-20,San_Francisco,147,-0.11342296560912601,0.0
San_Francisco2016-04-21,2016-04-21,San_Francisco,241,0.48869414399374733,1.0
San_Francisco2016-04-22,2016-04-22,San_Francisco,156,-0.1277170150695408,0.0
San_Francisco2016-04-23,2016-04-23,San_Francisco,159,-0.08988637670717292,0.0
San_Francisco2016-04-24,2016-04-24,San_Francisco,158,-0.36151667889542694,0.0
San_Francisco2016-04-25,2016-04-25,San_Francisco,159,-0.08008301085683112,0.0
San_Francisco2016-04-26,2016-04-26,San_Francisco,250,0.5545798499544088,1.0
San_Francisco2016-04-27,2016-04-27,San_Francisco,139,-0.15696049876275286,0.0
San_Francisco2016-04-28,2016-04-28,San_Francisco,159,-0.011880693794483754,0.0
San_Francisco2016-04-29,2016-04-29,San_Francisco,173,-0.016580236008332916,0.0
San_Francisco2016-04-30,2016-04-30,San_Francisco,234,0.379691895988171,0.0
San_Francisco2016-05-01,2016-05-01,San_Francisco,187,-0.1759987077814693,0.0
San_Francisco2016-05-02,2016-05-02,San_Francisco,143,-0.17246329490442058,0.0
San_Francisco2016-05-03,2016-05-03,San_Francisco,92,-0.4149240200047498,0.0
San_Francisco2016-05-04,2016-05-04,San_Francisco,168,0.028888318015360293,0.0
San_Francisco2016-05-05,2016-05-05,San_Francisco,172,0.07523970532055402,0.0
San_Francisco2016-05-06,2016-05-06,San_Francisco,116,-0.3618051712306891,0.0
San_Francisco2016-05-07,2016-05-07,San_Francisco,205,0.2075415856116698,0.0
San_Francisco2016-05-08,2016-05-08,San_Francisco,138,-0.4716085715238292,0.0
San_Francisco2016-05-09,2016-05-09,San_Francisco,110,-0.36913468507272873,0.0
San_Francisco2016-05-10,2016-05-10,San_Francisco,111,-0.2902589096590923,0.0
San_Francisco2016-05-11,2016-05-11,San_Francisco,109,-0.3282167896553535,0.0
San_Francisco2016-05-12,2016-05-12,San_Francisco,156,-0.016150490625367553,0.0
San_Francisco2016-05-13,2016-05-13,San_Francisco,183,0.05964693494821316,0.0
San_Francisco2016-05-14,2016-05-14,San_Francisco,96,-0.4582183812690175,0.0
San_Francisco2016-05-15,2016-05-15,San_Francisco,167,-0.284773632270128,0.0
San_Francisco2016-05-16,2016-05-16,San_Francisco,143,-0.15752307587883074,0.0
San_Francisco2016-05-17,2016-05-17,San_Francisco,173,0.10054953506088649,0.0
San_Francisco2016-05-18,2016-05-18,San_Francisco,120,-0.25243237629583115,0.0
San_Francisco2016-05-19,2016-05-19,San_Francisco,80,-0.4777924085193641,0.0
San_Francisco2016-05-20,2016-05-20,San_Francisco,132,-0.2475161778035101,0.0
San_Francisco2016-05-21,2016-05-21,San_Francisco,138,-0.1908413423683799,0.0
San_Francisco2016-05-22,2016-05-22,San_Francisco,147,-0.4003866637382113,0.0
San_Francisco2016-05-23,2016-05-23,San_Francisco,112,-0.34108689623055943,0.0
San_Francisco2016-05-24,2016-05-24,San_Francisco,93,-0.38572321716254776,0.0
San_Francisco2016-05-25,2016-05-25,San_Francisco,109,-0.3124429386270805,0.0
San_Francisco2016-05-26,2016-05-26,San_Francisco,120,-0.22274404835438455,0.0
San_Francisco2016-05-27,2016-05-27,San_Francisco,126,-0.2766764954406916,0.0
San_Francisco2016-05-28,2016-05-28,San_Francisco,151,-0.10263660213601355,0.0
San_Francisco2016-05-29,2016-05-29,San_Francisco,92,-0.7323327783545829,0.0
San_Francisco2016-05-30,2016-05-30,San_Francisco,77,-0.5495220143949151,0.0
San_Francisco2016-05-31,2016-05-31,San_Francisco,12,-0.8784080285516821,0.0
Chicago2015-11-01,2015-11-01,Chicago,15,-0.8125726941795228,0.0
Chicago2015-11-02,2015-11-02,Chicago,51,0.31338549848179986,0.0
Chicago2015-11-03,2015-11-03,Chicago,51,0.38839459822757383,0.0
Chicago2015-11-04,2015-11-04,Chicago,57,0.5064223078271364,0.0
Chicago2015-11-05,2015-11-05,Chicago,25,-0.2234849900643986,0.0
Chicago2015-11-06,2015-11-06,Chicago,15,-0.5478955955840952,0.0
Chicago2015-11-07,2015-11-07,Chicago,3,-0.8089100717479988,0.0
Chicago2015-11-08,2015-11-08,Chicago,93,1.0482856750930765,1.0
Chicago2015-11-09,2015-11-09,Chicago,41,0.10072962895540993,0.0
Chicago2015-11-10,2015-11-10,Chicago,50,0.38741769006235116,0.0
Chicago2015-11-11,2015-11-11,Chicago,18,-0.39015128238845237,0.0
Chicago2015-11-12,2015-11-12,Chicago,45,0.2694412222379743,0.0
Chicago2015-11-13,2015-11-13,Chicago,33,-0.10252194480549681,0.0
Chicago2015-11-14,2015-11-14,Chicago,99,1.4736047003583574,1.0
Chicago2015-11-16,2015-11-16,Chicago,22,-0.3270002377698651,0.0
Chicago2015-11-17,2015-11-17,Chicago,23,-0.2293162717832784,0.0
Chicago2015-11-18,2015-11-18,Chicago,67,0.7829910444067059,1.0
Chicago2015-11-19,2015-11-19,Chicago,77,1.0415781234381467,1.0
Chicago2015-11-20,2015-11-20,Chicago,22,-0.3440328785039304,0.0
Chicago2015-11-21,2015-11-21,Chicago,4,-0.7474773600721695,0.0
Chicago2015-11-22,2015-11-22,Chicago,20,-0.6347838627834744,0.0
Chicago2015-11-23,2015-11-23,Chicago,45,0.23051834066042254,0.0
Chicago2015-11-24,2015-11-24,Chicago,48,0.37465951366326045,0.0
Chicago2015-11-25,2015-11-25,Chicago,27,-0.14502703054147337,0.0
Chicago2015-11-26,2015-11-26,Chicago,7,-0.5939886824640974,0.0
Chicago2015-11-27,2015-11-27,Chicago,7,-0.6846049391137934,0.0
Chicago2015-11-28,2015-11-28,Chicago,19,-0.38203372582794054,0.0
Chicago2015-11-29,2015-11-29,Chicago,17,-0.6941562140959128,0.0
Chicago2015-11-30,2015-11-30,Chicago,18,-0.39508404089315335,0.0
Chicago2015-12-01,2015-12-01,Chicago,40,0.1958498336761496,0.0
Chicago2015-12-02,2015-12-02,Chicago,26,-0.1598104324062738,0.0
Chicago2015-12-03,2015-12-03,Chicago,27,-0.11487506640283063,0.0
Chicago2015-12-04,2015-12-04,Chicago,44,0.19416510742329685,0.0
Chicago2015-12-05,2015-12-05,Chicago,48,0.30736308143867475,0.0
Chicago2015-12-06,2015-12-06,Chicago,59,0.3005985104645794,0.0
Chicago2015-12-07,2015-12-07,Chicago,12,-0.5320100852813927,0.0
Chicago2015-12-08,2015-12-08,Chicago,20,-0.27181391913385056,0.0
Chicago2015-12-09,2015-12-09,Chicago,205,4.059816443567535,1.0
Chicago2015-12-10,2015-12-10,Chicago,98,1.5595337165708076,1.0
Chicago2015-12-11,2015-12-11,Chicago,25,-0.25269481222381807,0.0
Chicago2015-12-12,2015-12-12,Chicago,14,-0.49374546044818024,0.0
Chicago2015-12-13,2015-12-13,Chicago,9,-0.8783715454365048,0.0
Chicago2015-12-14,2015-12-14,Chicago,11,-0.5575169538882947,0.0
Chicago2015-12-15,2015-12-15,Chicago,14,-0.41603297780252346,0.0
Chicago2015-12-16,2015-12-16,Chicago,31,-0.04314812172833926,0.0
Chicago2015-12-17,2015-12-17,Chicago,4,-0.6596379120580026,0.0
Chicago2015-12-18,2015-12-18,Chicago,36,0.001008693019571516,0.0
Chicago2015-12-25,2015-12-25,Chicago,6,-0.7170021302760985,0.0
Chicago2015-12-26,2015-12-26,Chicago,6,-0.7005165133837876,0.0
Chicago2015-12-27,2015-12-27,Chicago,9,-0.8982691275251579,0.0
Chicago2015-12-28,2015-12-28,Chicago,6,-0.6967410526634714,0.0
Chicago2015-12-29,2015-12-29,Chicago,11,-0.5096558731075747,0.0
Chicago2015-12-30,2015-12-30,Chicago,17,-0.3973684637602648,0.0
Chicago2015-12-31,2015-12-31,Chicago,18,-0.3556459888443964,0.0
Chicago2016-01-01,2016-01-01,Chicago,79,0.9867879510593291,1.0
Chicago2016-01-02,2016-01-02,Chicago,48,0.27230627173488897,0.0
Chicago2016-01-03,2016-01-03,Chicago,15,-0.7740950150415855,0.0
Chicago2016-01-04,2016-01-04,Chicago,23,-0.3139924370627254,0.0
Chicago2016-01-05,2016-01-05,Chicago,45,0.27308259501334575,0.0
Chicago2016-01-06,2016-01-06,Chicago,29,-0.13342588088879137,0.0
Chicago2016-01-07,2016-01-07,Chicago,32,-0.04502740353632129,0.0
Chicago2016-01-09,2016-01-09,Chicago,3,-0.807848771620746,0.0
Chicago2016-01-10,2016-01-10,Chicago,38,-0.2526606507630721,0.0
Chicago2016-01-11,2016-01-11,Chicago,10,-0.6409802793413459,0.0
Chicago2016-01-12,2016-01-12,Chicago,35,0.016477506800061992,0.0
Chicago2016-01-14,2016-01-14,Chicago,54,0.45173457002025996,0.0
Chicago2016-01-15,2016-01-15,Chicago,12,-0.6330418329862249,0.0
Chicago2016-01-16,2016-01-16,Chicago,44,0.1361454430917135,0.0
Chicago2016-01-17,2016-01-17,Chicago,47,-0.06270470675130468,0.0
Chicago2016-01-18,2016-01-18,Chicago,37,-0.027115905131734785,0.0
Chicago2016-01-23,2016-01-23,Chicago,47,0.1843165734253578,0.0
Chicago2016-01-24,2016-01-24,Chicago,39,-0.2736554861991711,0.0
Chicago2016-01-25,2016-01-25,Chicago,21,-0.42650892573189386,0.0
Chicago2016-01-26,2016-01-26,Chicago,25,-0.263805904807053,0.0
Chicago2016-01-27,2016-01-27,Chicago,58,0.4837761353282022,0.0
Chicago2016-01-28,2016-01-28,Chicago,23,-0.32329110737062994,0.0
Chicago2016-01-29,2016-01-29,Chicago,95,1.277738640706124,1.0
Chicago2016-01-30,2016-01-30,Chicago,38,-0.04974529498514857,0.0
Chicago2016-01-31,2016-01-31,Chicago,30,-0.5075806941128226,0.0
Chicago2016-02-01,2016-02-01,Chicago,42,0.04646911763638972,0.0
Chicago2016-02-02,2016-02-02,Chicago,18,-0.45033517125383576,0.0
Chicago2016-02-03,2016-02-03,Chicago,18,-0.4800115670952934,0.0
Chicago2016-02-04,2016-02-04,Chicago,40,0.05595840041206146,0.0
Chicago2016-02-05,2016-02-05,Chicago,15,-0.6280338253405684,0.0
Chicago2016-02-06,2016-02-06,Chicago,43,0.04717132390597101,0.0
Chicago2016-02-07,2016-02-07,Chicago,78,0.602591711931288,1.0
Chicago2016-02-08,2016-02-08,Chicago,24,-0.3980152977477164,0.0
Chicago2016-02-09,2016-02-09,Chicago,19,-0.4469757499982457,0.0
Chicago2016-02-10,2016-02-10,Chicago,38,-0.02880830920000721,0.0
Chicago2016-02-11,2016-02-11,Chicago,43,0.10688756917710407,0.0
Chicago2016-02-12,2016-02-12,Chicago,57,0.3419504909250146,0.0
Chicago2016-02-13,2016-02-13,Chicago,32,-0.2311653240373358,0.0
Chicago2016-02-14,2016-02-14,Chicago,22,-0.7356336974213056,0.0
Chicago2016-02-15,2016-02-15,Chicago,14,-0.6522766545714239,0.0
Chicago2016-02-16,2016-02-16,Chicago,12,-0.6303036307207663,0.0
Chicago2016-02-17,2016-02-17,Chicago,39,-0.023376764157353014,0.0
Chicago2016-02-18,2016-02-18,Chicago,59,0.46598870624118716,0.0
Chicago2016-02-19,2016-02-19,Chicago,84,0.960449556848417,1.0
Chicago2016-02-20,2016-02-20,Chicago,75,0.7645564135447447,1.0
Chicago2016-02-21,2016-02-21,Chicago,40,-0.3286030012055716,0.0
Chicago2016-02-22,2016-02-22,Chicago,26,-0.3863208364638232,0.0
Chicago2016-02-23,2016-02-23,Chicago,39,-0.010688864920318286,0.0
Chicago2016-02-24,2016-02-24,Chicago,20,-0.4871962105706257,0.0
Chicago2016-02-25,2016-02-25,Chicago,23,-0.3980604546684132,0.0
Chicago2016-02-26,2016-02-26,Chicago,15,-0.6807722280525421,0.0
Chicago2016-02-27,2016-02-27,Chicago,67,0.5606877461741417,0.0
Chicago2016-02-28,2016-02-28,Chicago,51,-0.08461927892803645,0.0
Chicago2016-02-29,2016-02-29,Chicago,16,-0.636810944309185,0.0
Chicago2016-03-01,2016-03-01,Chicago,21,-0.44936213952275045,0.0
Chicago2016-03-02,2016-03-02,Chicago,37,-0.10108213394019716,0.0
Chicago2016-03-03,2016-03-03,Chicago,11,-0.6948983495908014,0.0
Chicago2016-03-09,2016-03-09,Chicago,48,0.14541165001228484,0.0
Chicago2016-03-10,2016-03-10,Chicago,22,-0.44816666319381415,0.0
Chicago2016-03-11,2016-03-11,Chicago,145,2.355817409901863,1.0
Chicago2016-03-12,2016-03-12,Chicago,26,-0.43082551967638694,0.0
Chicago2016-03-13,2016-03-13,Chicago,21,-0.8636444448953897,0.0
Chicago2016-03-14,2016-03-14,Chicago,27,-0.44811845414654283,0.0
Chicago2016-03-15,2016-03-15,Chicago,56,0.3065173865677724,0.0
Chicago2016-03-18,2016-03-18,Chicago,37,-0.23958697911463178,0.0
Chicago2016-03-19,2016-03-19,Chicago,29,-0.40969400160533564,0.0
Chicago2016-03-20,2016-03-20,Chicago,99,0.9730476192984159,1.0
Chicago2016-03-21,2016-03-21,Chicago,18,-0.6608935246392711,0.0
Chicago2016-04-05,2016-04-05,Chicago,14,-0.6815358489414672,0.0
Chicago2016-04-06,2016-04-06,Chicago,30,-0.3309722008499877,0.0
Chicago2016-04-07,2016-04-07,Chicago,28,-0.35712399160780284,0.0
Chicago2016-04-08,2016-04-08,Chicago,62,0.3521422402705394,0.0
Chicago2016-04-09,2016-04-09,Chicago,89,1.0070992036224062,1.0
Chicago2016-04-10,2016-04-10,Chicago,25,-0.7665402257989619,0.0
Chicago2016-04-11,2016-04-11,Chicago,70,0.5684398410101261,0.0
Chicago2016-04-12,2016-04-12,Chicago,71,0.6640801109209178,1.0
Chicago2016-04-13,2016-04-13,Chicago,63,0.44939829058207015,0.0
Chicago2016-04-14,2016-04-14,Chicago,94,1.200854413863004,1.0
Chicago2016-04-15,2016-04-15,Chicago,59,0.28473029255439597,0.0
Chicago2016-04-16,2016-04-16,Chicago,74,0.6571477627325819,1.0
Chicago2016-04-17,2016-04-17,Chicago,106,1.1453226174473534,1.0
Chicago2016-04-18,2016-04-18,Chicago,53,0.17169684820072617,0.0
Chicago2016-04-19,2016-04-19,Chicago,23,-0.4628205280161106,0.0
Chicago2016-04-20,2016-04-20,Chicago,29,-0.3475024936764399,0.0
Chicago2016-04-21,2016-04-21,Chicago,101,1.3700321938143332,1.0
Chicago2016-04-22,2016-04-22,Chicago,72,0.5954192480475846,0.0
Chicago2016-04-23,2016-04-23,Chicago,64,0.4261497222692381,0.0
Chicago2016-04-24,2016-04-24,Chicago,49,-0.19277436948581284,0.0
Chicago2016-04-25,2016-04-25,Chicago,135,2.1084435312757535,1.0
Chicago2016-04-26,2016-04-26,Chicago,45,0.06056240206105912,0.0
Chicago2016-04-27,2016-04-27,Chicago,31,-0.29514015933536386,0.0
Chicago2016-04-28,2016-04-28,Chicago,19,-0.5563815341533338,0.0
Chicago2016-04-29,2016-04-29,Chicago,20,-0.624063777290682,0.0
Chicago2016-04-30,2016-04-30,Chicago,17,-0.675373382224312,0.0
Chicago2016-05-01,2016-05-01,Chicago,15,-0.9878809433307907,0.0
Chicago2016-05-02,2016-05-02,Chicago,79,0.7952080751504522,1.0
Chicago2016-05-03,2016-05-03,Chicago,53,0.25524280046862713,0.0
Chicago2016-05-04,2016-05-04,Chicago,97,1.266102393817897,1.0
Chicago2016-05-05,2016-05-05,Chicago,99,1.3348338856457231,1.0
Chicago2016-05-06,2016-05-06,Chicago,84,0.8903588588536915,1.0
Chicago2016-05-07,2016-05-07,Chicago,46,0.014637963950168142,0.0
Chicago2016-05-08,2016-05-08,Chicago,74,0.4090399598262511,0.0
Chicago2016-05-09,2016-05-09,Chicago,32,-0.30497761263332224,0.0
Chicago2016-05-10,2016-05-10,Chicago,52,0.23888900976628746,0.0
Chicago2016-05-11,2016-05-11,Chicago,42,-0.022304018641486567,0.0
Chicago2016-05-12,2016-05-12,Chicago,81,0.9182271054257822,1.0
Chicago2016-05-13,2016-05-13,Chicago,18,-0.656968565233625,0.0
Chicago2016-05-14,2016-05-14,Chicago,31,-0.33108787937784123,0.0
Chicago2016-05-15,2016-05-15,Chicago,50,-0.14861863137762854,0.0
Chicago2016-05-16,2016-05-16,Chicago,22,-0.5327178710938503,0.0
Chicago2016-05-17,2016-05-17,Chicago,38,-0.08299626595188025,0.0
Chicago2016-05-18,2016-05-18,Chicago,43,0.009281476534347632,0.0
Chicago2016-05-19,2016-05-19,Chicago,89,1.1147905155938798,1.0
Chicago2016-05-20,2016-05-20,Chicago,57,0.26997976881863783,0.0
Chicago2016-05-21,2016-05-21,Chicago,55,0.24251570573420578,0.0
Chicago2016-05-22,2016-05-22,Chicago,70,0.3308030091721923,0.0
Chicago2016-05-23,2016-05-23,Chicago,66,0.5121236615654867,0.0
Chicago2016-05-24,2016-05-24,Chicago,114,1.7157515781073434,1.0
Chicago2016-05-25,2016-05-25,Chicago,32,-0.24159044152157827,0.0
Chicago2016-05-26,2016-05-26,Chicago,48,0.1571463847128347,0.0
Chicago2016-05-27,2016-05-27,Chicago,47,0.04266899448813177,0.0
Chicago2016-05-28,2016-05-28,Chicago,52,0.18009838007617218,0.0
Chicago2016-05-29,2016-05-29,Chicago,78,0.5274877828806201,0.0
Chicago2016-05-30,2016-05-30,Chicago,69,0.5909846174382265,0.0
Chicago2016-05-31,2016-05-31,Chicago,14,-0.6320274932339599,0.0
Miami2015-11-01,2015-11-01,Miami,25,-1.0969240233129134,0.0
Miami2015-11-02,2015-11-02,Miami,122,-0.08915857715190478,0.0
Miami2015-11-03,2015-11-03,Miami,119,-0.03907011687886619,0.0
Miami2015-11-04,2015-11-04,Miami,86,-0.3138056549045546,0.0
Miami2015-11-05,2015-11-05,Miami,101,-0.1788810096370631,0.0
Miami2015-11-06,2015-11-06,Miami,81,-0.4209380480246093,0.0
Miami2015-11-07,2015-11-07,Miami,15,-0.899669369559635,0.0
Miami2015-11-08,2015-11-08,Miami,118,-0.3874768020961007,0.0
Miami2015-11-09,2015-11-09,Miami,100,-0.2480425718324708,0.0
Miami2015-11-10,2015-11-10,Miami,189,0.49629885057113565,1.0
Miami2015-11-11,2015-11-11,Miami,140,0.10059159525336936,0.0
Miami2015-11-12,2015-11-12,Miami,91,-0.24785194464307003,0.0
Miami2015-11-13,2015-11-13,Miami,102,-0.2561352435756491,0.0
Miami2015-11-14,2015-11-14,Miami,33,-0.7577799910712307,0.0
Miami2015-11-16,2015-11-16,Miami,117,-0.114219550208014,0.0
Miami2015-11-17,2015-11-17,Miami,81,-0.31373383147918477,0.0
Miami2015-11-18,2015-11-18,Miami,63,-0.47574953706762607,0.0
Miami2015-11-19,2015-11-19,Miami,67,-0.4243743931734163,0.0
Miami2015-11-20,2015-11-20,Miami,127,-0.0630988949018626,0.0
Miami2015-11-21,2015-11-21,Miami,39,-0.7084309916393079,0.0
Miami2015-11-22,2015-11-22,Miami,188,0.15039618314002756,0.0
Miami2015-11-23,2015-11-23,Miami,112,-0.14853496312819947,0.0
Miami2015-11-24,2015-11-24,Miami,80,-0.3181897921454707,0.0
Miami2015-11-25,2015-11-25,Miami,90,-0.269119184897606,0.0
Miami2015-11-26,2015-11-26,Miami,81,-0.31624652533066355,0.0
Miami2015-11-27,2015-11-27,Miami,88,-0.35535701236680695,0.0
Miami2015-11-28,2015-11-28,Miami,94,-0.2914633239691401,0.0
Miami2015-11-29,2015-11-29,Miami,143,-0.187809398266233,0.0
Miami2015-11-30,2015-11-30,Miami,77,-0.4116316404676652,0.0
Miami2015-12-01,2015-12-01,Miami,117,-0.03810212058866769,0.0
Miami2015-12-02,2015-12-02,Miami,127,0.01062141864561672,0.0
Miami2015-12-03,2015-12-03,Miami,60,-0.47467237521829464,0.0
Miami2015-12-04,2015-12-04,Miami,51,-0.6348764707694086,0.0
Miami2015-12-05,2015-12-05,Miami,31,-0.7676253998312343,0.0
Miami2015-12-06,2015-12-06,Miami,63,-0.7926445918616645,0.0
Miami2015-12-07,2015-12-07,Miami,32,-0.7525803526499866,0.0
Miami2015-12-08,2015-12-08,Miami,31,-0.6888886596630079,0.0
Miami2015-12-09,2015-12-09,Miami,123,-0.021523782858909213,0.0
Miami2015-12-10,2015-12-10,Miami,77,-0.3486076639743938,0.0
Miami2015-12-11,2015-12-11,Miami,121,-0.10907662454229716,0.0
Miami2015-12-12,2015-12-12,Miami,153,0.150425827188452,0.0
Miami2015-12-13,2015-12-13,Miami,94,-0.5618212368416738,0.0
Miami2015-12-14,2015-12-14,Miami,199,0.5045499228199091,1.0
Miami2015-12-15,2015-12-15,Miami,106,-0.12652976982322794,0.0
Miami2015-12-16,2015-12-16,Miami,105,-0.1614823147354627,0.0
Miami2015-12-17,2015-12-17,Miami,25,-0.745482151548893,0.0
Miami2015-12-18,2015-12-18,Miami,76,-0.4533716608765901,0.0
Miami2015-12-25,2015-12-25,Miami,69,-0.5124575047500661,0.0
Miami2015-12-26,2015-12-26,Miami,83,-0.38929015738312245,0.0
Miami2015-12-27,2015-12-27,Miami,110,-0.452808717261007,0.0
Miami2015-12-28,2015-12-28,Miami,106,-0.20965054120534088,0.0
Miami2015-12-29,2015-12-29,Miami,200,0.5704808770732712,1.0
Miami2015-12-30,2015-12-30,Miami,87,-0.3102571725210418,0.0
Miami2015-12-31,2015-12-31,Miami,143,0.13198983680755472,0.0
Miami2016-01-01,2016-01-01,Miami,165,0.20483552520284243,0.0
Miami2016-01-02,2016-01-02,Miami,150,0.1089759191620554,0.0
Miami2016-01-03,2016-01-03,Miami,93,-0.5887100264904002,0.0
Miami2016-01-04,2016-01-04,Miami,300,1.2471204564055478,1.0
Miami2016-01-05,2016-01-05,Miami,71,-0.4110256887479279,0.0
Miami2016-01-06,2016-01-06,Miami,108,-0.15957703265513024,0.0
Miami2016-01-07,2016-01-07,Miami,239,0.8487701096693403,1.0
Miami2016-01-09,2016-01-09,Miami,109,-0.2084837359552726,0.0
Miami2016-01-10,2016-01-10,Miami,125,-0.3551323934236673,0.0
Miami2016-01-11,2016-01-11,Miami,78,-0.43668154443053886,0.0
Miami2016-01-12,2016-01-12,Miami,75,-0.3888496042919718,0.0
Miami2016-01-14,2016-01-14,Miami,54,-0.5557191686553347,0.0
Miami2016-01-15,2016-01-15,Miami,112,-0.21113949001109267,0.0
Miami2016-01-16,2016-01-16,Miami,104,-0.25417175960467964,0.0
Miami2016-01-17,2016-01-17,Miami,165,-0.061105413395917685,0.0
Miami2016-01-18,2016-01-18,Miami,83,-0.4068013011210514,0.0
Miami2016-01-23,2016-01-23,Miami,119,-0.1484762226301103,0.0
Miami2016-01-24,2016-01-24,Miami,263,0.671227063426362,1.0
Miami2016-01-25,2016-01-25,Miami,187,0.37090331077497174,1.0
Miami2016-01-26,2016-01-26,Miami,121,-0.056691325134972326,0.0
Miami2016-01-27,2016-01-27,Miami,66,-0.49953467145306646,0.0
Miami2016-01-28,2016-01-28,Miami,79,-0.3817634363726291,0.0
Miami2016-01-29,2016-01-29,Miami,148,0.046032619022433385,0.0
Miami2016-01-30,2016-01-30,Miami,230,0.6825765115611055,1.0
Miami2016-01-31,2016-01-31,Miami,123,-0.3923417633681996,0.0
Miami2016-02-01,2016-02-01,Miami,107,-0.239629655623822,0.0
Miami2016-02-02,2016-02-02,Miami,120,-0.07076597105672455,0.0
Miami2016-02-03,2016-02-03,Miami,119,-0.10588847966547188,0.0
Miami2016-02-04,2016-02-04,Miami,134,0.027097012371975815,0.0
Miami2016-02-05,2016-02-05,Miami,64,-0.594248214805896,0.0
Miami2016-02-06,2016-02-06,Miami,64,-0.5765969652818618,0.0
Miami2016-02-07,2016-02-07,Miami,140,-0.2699895149959066,0.0
Miami2016-02-08,2016-02-08,Miami,156,0.12438775647814304,0.0
Miami2016-02-09,2016-02-09,Miami,89,-0.31052775792907406,0.0
Miami2016-02-10,2016-02-10,Miami,145,0.0847462206008669,0.0
Miami2016-02-11,2016-02-11,Miami,278,1.1085915375046365,1.0
Miami2016-02-12,2016-02-12,Miami,191,0.35904189255201624,0.0
Miami2016-02-13,2016-02-13,Miami,204,0.4749454316350421,1.0
Miami2016-02-14,2016-02-14,Miami,167,-0.07133886050859517,0.0
Miami2016-02-15,2016-02-15,Miami,75,-0.49209415743447793,0.0
Miami2016-02-16,2016-02-16,Miami,207,0.575294111595146,1.0
Miami2016-02-17,2016-02-17,Miami,212,0.5857014830876022,1.0
Miami2016-02-18,2016-02-18,Miami,126,-0.04348623693922826,0.0
Miami2016-02-19,2016-02-19,Miami,114,-0.22678267744406067,0.0
Miami2016-02-20,2016-02-20,Miami,97,-0.337230403132053,0.0
Miami2016-02-21,2016-02-21,Miami,198,0.15829792564528677,0.0
Miami2016-02-22,2016-02-22,Miami,166,0.19056161642148162,0.0
Miami2016-02-23,2016-02-23,Miami,136,0.035176596160999996,0.0
Miami2016-02-24,2016-02-24,Miami,97,-0.2864554723407293,0.0
Miami2016-02-25,2016-02-25,Miami,163,0.23184217548010766,0.0
Miami2016-02-26,2016-02-26,Miami,178,0.25243842364853575,0.0
Miami2016-02-27,2016-02-27,Miami,274,0.9950770692315634,1.0
Miami2016-02-28,2016-02-28,Miami,259,0.6150752570906144,1.0
Miami2016-02-29,2016-02-29,Miami,137,-0.03195903074138129,0.0
Miami2016-03-01,2016-03-01,Miami,108,-0.17970715258235925,0.0
Miami2016-03-02,2016-03-02,Miami,136,0.0044903403249692,0.0
Miami2016-03-03,2016-03-03,Miami,44,-0.6698048480655525,0.0
Miami2016-03-09,2016-03-09,Miami,90,-0.34568845791119385,0.0
Miami2016-03-10,2016-03-10,Miami,135,0.014238326366549314,0.0
Miami2016-03-11,2016-03-11,Miami,111,-0.2594128924019722,0.0
Miami2016-03-12,2016-03-12,Miami,223,0.6041472338127245,1.0
Miami2016-03-13,2016-03-13,Miami,153,-0.1993629887749535,0.0
Miami2016-03-14,2016-03-14,Miami,210,0.5055108055031572,1.0
Miami2016-03-15,2016-03-15,Miami,222,0.6679336734103669,1.0
Miami2016-03-18,2016-03-18,Miami,255,0.8195371421995599,1.0
Miami2016-03-19,2016-03-19,Miami,124,-0.15062184501812126,0.0
Miami2016-03-20,2016-03-20,Miami,111,-0.5148079580218569,0.0
Miami2016-03-21,2016-03-21,Miami,120,-0.17224421076161,0.0
Miami2016-04-05,2016-04-05,Miami,63,-0.5268500282837214,0.0
Miami2016-04-06,2016-04-06,Miami,108,-0.21355417638213714,0.0
Miami2016-04-07,2016-04-07,Miami,196,0.47165566839804063,1.0
Miami2016-04-08,2016-04-08,Miami,237,0.6893561242360904,1.0
Miami2016-04-09,2016-04-09,Miami,212,0.5194373906485357,1.0
Miami2016-04-10,2016-04-10,Miami,217,0.29122623884015386,0.0
Miami2016-04-11,2016-04-11,Miami,153,0.0828306281050668,0.0
Miami2016-04-12,2016-04-12,Miami,159,0.2000730148820682,0.0
Miami2016-04-13,2016-04-13,Miami,165,0.21901552281668502,0.0
Miami2016-04-14,2016-04-14,Miami,155,0.16450481357476243,0.0
Miami2016-04-15,2016-04-15,Miami,93,-0.39527044873420025,0.0
Miami2016-04-16,2016-04-16,Miami,66,-0.5802434791225723,0.0
Miami2016-04-17,2016-04-17,Miami,187,0.0672147355528554,0.0
Miami2016-04-18,2016-04-18,Miami,144,0.017383142291811593,0.0
Miami2016-04-19,2016-04-19,Miami,156,0.1799739203702162,0.0
Miami2016-04-20,2016-04-20,Miami,198,0.4706981051378838,1.0
Miami2016-04-21,2016-04-21,Miami,164,0.23506636596020636,0.0
Miami2016-04-22,2016-04-22,Miami,128,-0.12838704007683233,0.0
Miami2016-04-23,2016-04-23,Miami,171,0.21508828980731987,0.0
Miami2016-04-24,2016-04-24,Miami,215,0.2813506867004485,0.0
Miami2016-04-25,2016-04-25,Miami,129,-0.0930239344898176,0.0
Miami2016-04-26,2016-04-26,Miami,127,-0.03607949909707886,0.0
