,Date,City,Raw Number of Posts,Residual After Controlling for Time,Good Sunset
Miami2016-04-27,2016-04-27,Miami,136,0.0056025610657131075,0.0
Miami2016-04-28,2016-04-28,Miami,159,0.200290117390439,0.0
Miami2016-04-29,2016-04-29,Miami,119,-0.19330838551930352,0.0
Miami2016-04-30,2016-04-30,Miami,295,1.1541806575798272,1.0
Miami2016-05-01,2016-05-01,Miami,211,0.254271968784771,0.0
Miami2016-05-02,2016-05-02,Miami,117,-0.18042591532902053,0.0
Miami2016-05-03,2016-05-03,Miami,156,0.18607743084413841,0.0
Miami2016-05-04,2016-05-04,Miami,61,-0.5572582131625723,0.0
Miami2016-05-05,2016-05-05,Miami,179,0.35459920717102844,0.0
Miami2016-05-06,2016-05-06,Miami,212,0.512101666040687,1.0
Miami2016-05-07,2016-05-07,Miami,191,0.37256946459493756,1.0
Miami2016-05-08,2016-05-08,Miami,199,0.16718586117666656,0.0
Miami2016-05-09,2016-05-09,Miami,185,0.33643139827387514,0.0
Miami2016-05-10,2016-05-10,Miami,152,0.1594743656900155,0.0
Miami2016-05-11,2016-05-11,Miami,173,0.291831120219483,0.0
Miami2016-05-12,2016-05-12,Miami,178,0.35073565242028093,0.0
Miami2016-05-13,2016-05-13,Miami,166,0.1685901613766827,0.0
Miami2016-05-14,2016-05-14,Miami,122,-0.1445207452642383,0.0
Miami2016-05-15,2016-05-15,Miami,137,-0.2970249928984694,0.0
Miami2016-05-16,2016-05-16,Miami,101,-0.29438917412069177,0.0
Miami2016-05-17,2016-05-17,Miami,68,-0.47131280591047786,0.0
Miami2016-05-18,2016-05-18,Miami,76,-0.43705447701126277,0.0
Miami2016-05-19,2016-05-19,Miami,264,1.0032776279567936,1.0
Miami2016-05-20,2016-05-20,Miami,110,-0.25073595092766066,0.0
Miami2016-05-21,2016-05-21,Miami,173,0.24386858216169616,0.0
Miami2016-05-22,2016-05-22,Miami,146,-0.22564372401182253,0.0
Miami2016-05-23,2016-05-23,Miami,127,-0.09410401470473462,0.0
Miami2016-05-24,2016-05-24,Miami,174,0.33288024621378676,0.0
Miami2016-05-25,2016-05-25,Miami,146,0.0953892368855398,0.0
Miami2016-05-26,2016-05-26,Miami,152,0.16189464850677293,0.0
Miami2016-05-27,2016-05-27,Miami,99,-0.3297109752527425,0.0
Miami2016-05-28,2016-05-28,Miami,211,0.534791911716008,1.0
Miami2016-05-29,2016-05-29,Miami,125,-0.3801096438218369,0.0
Miami2016-05-30,2016-05-30,Miami,116,-0.17308791742983154,0.0
Miami2016-05-31,2016-05-31,Miami,50,-0.5991003418004092,0.0
Philadelphia2015-11-01,2015-11-01,Philadelphia,2,-1.1375036600237083,0.0
Philadelphia2015-11-02,2015-11-02,Philadelphia,93,1.9980269709415932,1.0
Philadelphia2015-11-03,2015-11-03,Philadelphia,36,0.28219631738489004,0.0
Philadelphia2015-11-04,2015-11-04,Philadelphia,28,0.007116449138675485,0.0
Philadelphia2015-11-05,2015-11-05,Philadelphia,9,-0.5662468532727154,0.0
Philadelphia2015-11-06,2015-11-06,Philadelphia,29,-0.02740820750823625,0.0
Philadelphia2015-11-07,2015-11-07,Philadelphia,7,-0.6971855684251731,0.0
Philadelphia2015-11-08,2015-11-08,Philadelphia,29,-0.26979911384841815,0.0
Philadelphia2015-11-09,2015-11-09,Philadelphia,17,-0.36971154413087504,0.0
Philadelphia2015-11-10,2015-11-10,Philadelphia,8,-0.5781911209262682,0.0
Philadelphia2015-11-11,2015-11-11,Philadelphia,25,-0.06842425817617459,0.0
Philadelphia2015-11-12,2015-11-12,Philadelphia,59,1.0225421782208401,1.0
Philadelphia2015-11-13,2015-11-13,Philadelphia,26,-0.10370037858596248,0.0
Philadelphia2015-11-14,2015-11-14,Philadelphia,28,-0.02007416233099857,0.0
Philadelphia2015-11-16,2015-11-16,Philadelphia,24,-0.1331864509940469,0.0
Philadelphia2015-11-17,2015-11-17,Philadelphia,19,-0.21652104724546262,0.0
Philadelphia2015-11-18,2015-11-18,Philadelphia,8,-0.5867088028057859,0.0
Philadelphia2015-11-19,2015-11-19,Philadelphia,7,-0.5955706813859953,0.0
Philadelphia2015-11-20,2015-11-20,Philadelphia,15,-0.4345189243107334,0.0
Philadelphia2015-11-21,2015-11-21,Philadelphia,38,0.30811852231502046,0.0
Philadelphia2015-11-22,2015-11-22,Philadelphia,357,10.062971217716365,1.0
Philadelphia2015-11-23,2015-11-23,Philadelphia,48,0.6335471288739709,1.0
Philadelphia2015-11-24,2015-11-24,Philadelphia,34,0.26692507252439435,0.0
Philadelphia2015-11-25,2015-11-25,Philadelphia,28,0.05321588215853179,0.0
Philadelphia2015-11-26,2015-11-26,Philadelphia,31,0.1693191144702274,0.0
Philadelphia2015-11-27,2015-11-27,Philadelphia,44,0.48673835837176993,0.0
Philadelphia2015-11-28,2015-11-28,Philadelphia,12,-0.4987578318395705,0.0
Philadelphia2015-11-29,2015-11-29,Philadelphia,20,-0.5128030239218824,0.0
Philadelphia2015-11-30,2015-11-30,Philadelphia,13,-0.4574026418494386,0.0
Philadelphia2015-12-01,2015-12-01,Philadelphia,6,-0.6048667461717645,0.0
Philadelphia2015-12-02,2015-12-02,Philadelphia,6,-0.6308806074881594,0.0
Philadelphia2015-12-03,2015-12-03,Philadelphia,24,-0.04435839286528698,0.0
Philadelphia2015-12-04,2015-12-04,Philadelphia,17,-0.35588856467120145,0.0
Philadelphia2015-12-05,2015-12-05,Philadelphia,21,-0.21143308978903508,0.0
Philadelphia2015-12-06,2015-12-06,Philadelphia,54,0.5590194373601252,0.0
Philadelphia2015-12-07,2015-12-07,Philadelphia,98,2.2155001119177453,1.0
Philadelphia2015-12-08,2015-12-08,Philadelphia,53,0.873711336340032,1.0
Philadelphia2015-12-09,2015-12-09,Philadelphia,20,-0.1895838402256349,0.0
Philadelphia2015-12-10,2015-12-10,Philadelphia,21,-0.13775079892492204,0.0
Philadelphia2015-12-11,2015-12-11,Philadelphia,37,0.27234092042477953,0.0
Philadelphia2015-12-12,2015-12-12,Philadelphia,29,0.039102606174219456,0.0
Philadelphia2015-12-13,2015-12-13,Philadelphia,31,-0.16490950819167638,0.0
Philadelphia2015-12-14,2015-12-14,Philadelphia,13,-0.45652285647668567,0.0
Philadelphia2015-12-15,2015-12-15,Philadelphia,22,-0.10300671766530578,0.0
Philadelphia2015-12-16,2015-12-16,Philadelphia,14,-0.38185629473379956,0.0
Philadelphia2015-12-17,2015-12-17,Philadelphia,1,-0.7705266382020581,0.0
Philadelphia2015-12-18,2015-12-18,Philadelphia,16,-0.3925686634305515,0.0
Philadelphia2015-12-25,2015-12-25,Philadelphia,3,-0.8109537146157478,0.0
Philadelphia2015-12-26,2015-12-26,Philadelphia,4,-0.7628653061519602,0.0
Philadelphia2015-12-27,2015-12-27,Philadelphia,8,-0.905402322982052,0.0
Philadelphia2015-12-28,2015-12-28,Philadelphia,11,-0.5387100342472025,0.0
Philadelphia2015-12-29,2015-12-29,Philadelphia,7,-0.5947796271898478,0.0
Philadelphia2015-12-30,2015-12-30,Philadelphia,4,-0.7177922087898522,0.0
Philadelphia2015-12-31,2015-12-31,Philadelphia,14,-0.38520268278627734,0.0
Philadelphia2016-01-01,2016-01-01,Philadelphia,7,-0.6994215302973876,0.0
Philadelphia2016-01-02,2016-01-02,Philadelphia,45,0.5103173633412814,0.0
Philadelphia2016-01-03,2016-01-03,Philadelphia,41,0.1160794392363993,0.0
Philadelphia2016-01-04,2016-01-04,Philadelphia,23,-0.17728404355709737,0.0
Philadelphia2016-01-05,2016-01-05,Philadelphia,24,-0.07667389502125765,0.0
Philadelphia2016-01-06,2016-01-06,Philadelphia,24,-0.10586179101255866,0.0
Philadelphia2016-01-07,2016-01-07,Philadelphia,11,-0.4960740254799739,0.0
Philadelphia2016-01-09,2016-01-09,Philadelphia,4,-0.7946786242815626,0.0
Philadelphia2016-01-10,2016-01-10,Philadelphia,57,0.6010747323488475,1.0
Philadelphia2016-01-11,2016-01-11,Philadelphia,40,0.33889333218664985,0.0
Philadelphia2016-01-12,2016-01-12,Philadelphia,32,0.15656024088024023,0.0
Philadelphia2016-01-14,2016-01-14,Philadelphia,85,1.809785079518107,1.0
Philadelphia2016-01-15,2016-01-15,Philadelphia,24,-0.20096899826994552,0.0
Philadelphia2016-01-16,2016-01-16,Philadelphia,12,-0.5621148195186314,0.0
Philadelphia2016-01-17,2016-01-17,Philadelphia,23,-0.48563651548166364,0.0
Philadelphia2016-01-18,2016-01-18,Philadelphia,26,-0.11972960731596949,0.0
Philadelphia2016-01-23,2016-01-23,Philadelphia,4,-0.832368331628249,0.0
Philadelphia2016-01-24,2016-01-24,Philadelphia,68,0.9088106543526568,1.0
Philadelphia2016-01-25,2016-01-25,Philadelphia,36,0.17546511802642084,0.0
Philadelphia2016-01-26,2016-01-26,Philadelphia,19,-0.28956124536306915,0.0
Philadelphia2016-01-27,2016-01-27,Philadelphia,36,0.21506771242775824,0.0
Philadelphia2016-01-28,2016-01-28,Philadelphia,39,0.32731765037209026,0.0
Philadelphia2016-01-29,2016-01-29,Philadelphia,37,0.16978453526170134,0.0
Philadelphia2016-01-30,2016-01-30,Philadelphia,34,0.0914548655933134,0.0
Philadelphia2016-01-31,2016-01-31,Philadelphia,149,3.4346512070139887,1.0
Philadelphia2016-02-01,2016-02-01,Philadelphia,17,-0.4395104671196738,0.0
Philadelphia2016-02-02,2016-02-02,Philadelphia,62,1.0430192373373608,1.0
Philadelphia2016-02-03,2016-02-03,Philadelphia,23,-0.2110967723315188,0.0
Philadelphia2016-02-04,2016-02-04,Philadelphia,18,-0.34995810639631164,0.0
Philadelphia2016-02-05,2016-02-05,Philadelphia,33,0.026626512814564185,0.0
Philadelphia2016-02-06,2016-02-06,Philadelphia,34,0.07413097592194284,0.0
Philadelphia2016-02-07,2016-02-07,Philadelphia,107,2.0983465703149107,1.0
Philadelphia2016-02-08,2016-02-08,Philadelphia,29,-0.07949518795725519,0.0
Philadelphia2016-02-09,2016-02-09,Philadelphia,15,-0.4498999470882516,0.0
Philadelphia2016-02-10,2016-02-10,Philadelphia,12,-0.5730936033597192,0.0
Philadelphia2016-02-11,2016-02-11,Philadelphia,54,0.7644975335464101,1.0
Philadelphia2016-02-12,2016-02-12,Philadelphia,12,-0.6490014083149123,0.0
Philadelphia2016-02-13,2016-02-13,Philadelphia,28,-0.13013464649971151,0.0
Philadelphia2016-02-14,2016-02-14,Philadelphia,25,-0.49277827127448914,0.0
Philadelphia2016-02-15,2016-02-15,Philadelphia,14,-0.5659609277991344,0.0
Philadelphia2016-02-16,2016-02-16,Philadelphia,55,0.7913836413865218,1.0
Philadelphia2016-02-17,2016-02-17,Philadelphia,11,-0.6193280665968058,0.0
Philadelphia2016-02-18,2016-02-18,Philadelphia,63,1.0325725429291166,1.0
Philadelphia2016-02-19,2016-02-19,Philadelphia,15,-0.569103631113121,0.0
Philadelphia2016-02-20,2016-02-20,Philadelphia,36,0.10702520812467076,0.0
Philadelphia2016-02-21,2016-02-21,Philadelphia,15,-0.8207103584469415,0.0
Philadelphia2016-02-22,2016-02-22,Philadelphia,53,0.6453609678170893,1.0
Philadelphia2016-02-23,2016-02-23,Philadelphia,13,-0.541187370715611,0.0
Philadelphia2016-02-24,2016-02-24,Philadelphia,10,-0.663893153451769,0.0
Philadelphia2016-02-25,2016-02-25,Philadelphia,9,-0.6764359169642493,0.0
Philadelphia2016-02-26,2016-02-26,Philadelphia,21,-0.3933404017792046,0.0
Philadelphia2016-02-27,2016-02-27,Philadelphia,29,-0.12527227677802388,0.0
Philadelphia2016-02-28,2016-02-28,Philadelphia,33,-0.26758225232697463,0.0
Philadelphia2016-02-29,2016-02-29,Philadelphia,52,0.6019679768582495,1.0
Philadelphia2016-03-01,2016-03-01,Philadelphia,31,0.012412714784860612,0.0
Philadelphia2016-03-02,2016-03-02,Philadelphia,32,0.015563264679893551,0.0
Philadelphia2016-03-03,2016-03-03,Philadelphia,5,-0.8133951969219464,0.0
Philadelphia2016-03-09,2016-03-09,Philadelphia,56,0.7592955753925157,1.0
Philadelphia2016-03-10,2016-03-10,Philadelphia,44,0.4016765435359484,0.0
Philadelphia2016-03-11,2016-03-11,Philadelphia,60,0.8108029589194568,1.0
Philadelphia2016-03-12,2016-03-12,Philadelphia,18,-0.4911672484927333,0.0
Philadelphia2016-03-13,2016-03-13,Philadelphia,19,-0.7626159498518825,0.0
Philadelphia2016-03-14,2016-03-14,Philadelphia,11,-0.7394934686622286,0.0
Philadelphia2016-03-15,2016-03-15,Philadelphia,40,0.24301523399494007,0.0
Philadelphia2016-03-18,2016-03-18,Philadelphia,42,0.20786322993470963,0.0
Philadelphia2016-03-19,2016-03-19,Philadelphia,14,-0.6529997504747418,0.0
Philadelphia2016-03-20,2016-03-20,Philadelphia,8,-1.1076098405851214,0.0
Philadelphia2016-03-21,2016-03-21,Philadelphia,21,-0.42475399503488087,0.0
Philadelphia2016-04-05,2016-04-05,Philadelphia,7,-0.7881391745382997,0.0
Philadelphia2016-04-06,2016-04-06,Philadelphia,16,-0.5316804446203646,0.0
Philadelphia2016-04-07,2016-04-07,Philadelphia,17,-0.47916210622221633,0.0
Philadelphia2016-04-08,2016-04-08,Philadelphia,34,-0.036800609858173905,0.0
Philadelphia2016-04-09,2016-04-09,Philadelphia,18,-0.5203322334359676,0.0
Philadelphia2016-04-10,2016-04-10,Philadelphia,39,-0.12647634849049094,0.0
Philadelphia2016-04-11,2016-04-11,Philadelphia,48,0.4311678889798001,0.0
Philadelphia2016-04-12,2016-04-12,Philadelphia,34,0.06365650826849056,0.0
Philadelphia2016-04-13,2016-04-13,Philadelphia,49,0.5087106213409955,0.0
Philadelphia2016-04-14,2016-04-14,Philadelphia,49,0.5299695194889902,0.0
Philadelphia2016-04-15,2016-04-15,Philadelphia,46,0.3442812753735953,0.0
Philadelphia2016-04-16,2016-04-16,Philadelphia,41,0.20639013058118394,0.0
Philadelphia2016-04-17,2016-04-17,Philadelphia,58,0.4747512074196072,0.0
Philadelphia2016-04-18,2016-04-18,Philadelphia,73,1.2209908280444717,1.0
Philadelphia2016-04-19,2016-04-19,Philadelphia,113,2.5497077485435313,1.0
Philadelphia2016-04-20,2016-04-20,Philadelphia,61,0.890498848560745,1.0
Philadelphia2016-04-21,2016-04-21,Philadelphia,28,-0.1245986160570256,0.0
Philadelphia2016-04-22,2016-04-22,Philadelphia,16,-0.5928158059405456,0.0
Philadelphia2016-04-23,2016-04-23,Philadelphia,22,-0.3850661403316169,0.0
Philadelphia2016-04-24,2016-04-24,Philadelphia,64,0.6686480775973949,1.0
Philadelphia2016-04-25,2016-04-25,Philadelphia,65,0.9753026988535796,1.0
Philadelphia2016-04-26,2016-04-26,Philadelphia,63,0.9849820844514097,1.0
Philadelphia2016-04-27,2016-04-27,Philadelphia,40,0.2367760075249321,0.0
Philadelphia2016-04-28,2016-04-28,Philadelphia,22,-0.3070449018028081,0.0
Philadelphia2016-04-29,2016-04-29,Philadelphia,15,-0.6180913173783988,0.0
Philadelphia2016-04-30,2016-04-30,Philadelphia,14,-0.6300638488709684,0.0
Philadelphia2016-05-01,2016-05-01,Philadelphia,9,-1.0524349035289966,0.0
Philadelphia2016-05-02,2016-05-02,Philadelphia,35,0.03958613266288746,0.0
Philadelphia2016-05-03,2016-05-03,Philadelphia,16,-0.48456377541405915,0.0
Philadelphia2016-05-04,2016-05-04,Philadelphia,11,-0.667284134395212,0.0
Philadelphia2016-05-05,2016-05-05,Philadelphia,9,-0.7084380218255373,0.0
Philadelphia2016-05-06,2016-05-06,Philadelphia,8,-0.8319557573943255,0.0
Philadelphia2016-05-07,2016-05-07,Philadelphia,36,0.06703542689763542,0.0
Philadelphia2016-05-08,2016-05-08,Philadelphia,42,-0.00973687112015531,0.0
Philadelphia2016-05-09,2016-05-09,Philadelphia,26,-0.2367937872561221,0.0
Philadelphia2016-05-10,2016-05-10,Philadelphia,16,-0.47816427622734403,0.0
Philadelphia2016-05-11,2016-05-11,Philadelphia,16,-0.503761106354108,0.0
Philadelphia2016-05-12,2016-05-12,Philadelphia,45,0.4288417493769716,0.0
Philadelphia2016-05-13,2016-05-13,Philadelphia,60,0.8090072696578157,1.0
Philadelphia2016-05-14,2016-05-14,Philadelphia,20,-0.42772069154754644,0.0
Philadelphia2016-05-15,2016-05-15,Philadelphia,47,0.15518706617111033,0.0
Philadelphia2016-05-16,2016-05-16,Philadelphia,50,0.5249516539045718,0.0
Philadelphia2016-05-17,2016-05-17,Philadelphia,26,-0.15607863329961624,0.0
Philadelphia2016-05-18,2016-05-18,Philadelphia,14,-0.5585212625981009,0.0
Philadelphia2016-05-19,2016-05-19,Philadelphia,41,0.31132414230797956,0.0
Philadelphia2016-05-20,2016-05-20,Philadelphia,17,-0.5334252618607199,0.0
Philadelphia2016-05-21,2016-05-21,Philadelphia,6,-0.8592572824111435,0.0
Philadelphia2016-05-22,2016-05-22,Philadelphia,13,-0.9045000388073801,0.0
Philadelphia2016-05-23,2016-05-23,Philadelphia,21,-0.3776649393867,0.0
Philadelphia2016-05-24,2016-05-24,Philadelphia,63,1.0143000386285885,1.0
Philadelphia2016-05-25,2016-05-25,Philadelphia,42,0.3291946621343258,0.0
Philadelphia2016-05-26,2016-05-26,Philadelphia,30,-0.025942780985379943,0.0
Philadelphia2016-05-27,2016-05-27,Philadelphia,32,-0.05407025920582842,0.0
Philadelphia2016-05-28,2016-05-28,Philadelphia,30,-0.0972606142880269,0.0
Philadelphia2016-05-29,2016-05-29,Philadelphia,15,-0.8335465115648262,0.0
Philadelphia2016-05-30,2016-05-30,Philadelphia,18,-0.4638063434637999,0.0
Philadelphia2016-05-31,2016-05-31,Philadelphia,6,-0.7679832516800971,0.0
NYC2015-11-01,2015-11-01,NYC,35,-1.0850071620514743,0.0
NYC2015-11-02,2015-11-02,NYC,692,1.0662326465265743,1.0
NYC2015-11-03,2015-11-03,NYC,444,0.4337112254189419,0.0
NYC2015-11-04,2015-11-04,NYC,371,0.2018953564962993,0.0
NYC2015-11-05,2015-11-05,NYC,146,-0.41610987963131896,0.0
NYC2015-11-06,2015-11-06,NYC,253,-0.20007681155615242,0.0
NYC2015-11-07,2015-11-07,NYC,60,-0.7290997533375683,0.0
NYC2015-11-08,2015-11-08,NYC,432,0.06841497399423169,0.0
NYC2015-11-09,2015-11-09,NYC,197,-0.324573418292168,0.0
NYC2015-11-10,2015-11-10,NYC,118,-0.4755059445304334,0.0
NYC2015-11-11,2015-11-11,NYC,281,-0.034621229471534565,0.0
NYC2015-11-12,2015-11-12,NYC,131,-0.43914038837367236,0.0
NYC2015-11-13,2015-11-13,NYC,413,0.27555694656658236,0.0
NYC2015-11-14,2015-11-14,NYC,277,-0.09133907177479106,0.0
NYC2015-11-16,2015-11-16,NYC,366,0.17540108508204222,0.0
NYC2015-11-17,2015-11-17,NYC,332,0.15229138871002545,0.0
NYC2015-11-18,2015-11-18,NYC,159,-0.36558731986002085,0.0
NYC2015-11-19,2015-11-19,NYC,104,-0.4997085689275332,0.0
NYC2015-11-20,2015-11-20,NYC,281,-0.08500545815559934,0.0
NYC2015-11-21,2015-11-21,NYC,467,0.465858849223479,1.0
NYC2015-11-22,2015-11-22,NYC,3702,9.427282527700054,1.0
NYC2015-11-23,2015-11-23,NYC,508,0.5944235676653147,1.0
NYC2015-11-24,2015-11-24,NYC,341,0.19137732370823268,0.0
NYC2015-11-25,2015-11-25,NYC,384,0.28887059469819687,0.0
NYC2015-11-26,2015-11-26,NYC,283,0.022862450525784284,0.0
NYC2015-11-27,2015-11-27,NYC,547,0.6849741605029893,1.0
NYC2015-11-28,2015-11-28,NYC,178,-0.34768557993926585,0.0
NYC2015-11-29,2015-11-29,NYC,312,-0.23070087771620051,0.0
NYC2015-11-30,2015-11-30,NYC,180,-0.33179792290612165,0.0
NYC2015-12-01,2015-12-01,NYC,111,-0.4560935453939876,0.0
NYC2015-12-02,2015-12-02,NYC,91,-0.5390628930266299,0.0
NYC2015-12-03,2015-12-03,NYC,321,0.13811185805015802,0.0
NYC2015-12-04,2015-12-04,NYC,310,0.015145496442775075,0.0
NYC2015-12-05,2015-12-05,NYC,387,0.25362903664949243,0.0
NYC2015-12-06,2015-12-06,NYC,565,0.49528631019632297,1.0
NYC2015-12-07,2015-12-07,NYC,821,1.499914564116033,1.0
NYC2015-12-08,2015-12-08,NYC,407,0.3908932307877262,0.0
NYC2015-12-09,2015-12-09,NYC,214,-0.1863271078481038,0.0
NYC2015-12-10,2015-12-10,NYC,376,0.2961482921120304,0.0
NYC2015-12-11,2015-12-11,NYC,391,0.24650969994667538,0.0
NYC2015-12-12,2015-12-12,NYC,257,-0.11763276846673087,0.0
NYC2015-12-13,2015-12-13,NYC,253,-0.39584449474489536,0.0
NYC2015-12-14,2015-12-14,NYC,199,-0.27612842028685547,0.0
NYC2015-12-15,2015-12-15,NYC,571,0.8556306372132441,1.0
NYC2015-12-16,2015-12-16,NYC,364,0.23766678564001076,0.0
NYC2015-12-17,2015-12-17,NYC,1,-0.777924040687999,0.0
NYC2015-12-18,2015-12-18,NYC,135,-0.4889965224662877,0.0
NYC2015-12-25,2015-12-25,NYC,68,-0.6906770260346615,0.0
NYC2015-12-26,2015-12-26,NYC,78,-0.6455661476956531,0.0
NYC2015-12-27,2015-12-27,NYC,87,-0.8881642699449026,0.0
NYC2015-12-28,2015-12-28,NYC,104,-0.5673601356862368,0.0
NYC2015-12-29,2015-12-29,NYC,104,-0.4978948330453457,0.0
NYC2015-12-30,2015-12-30,NYC,105,-0.5239319298439062,0.0
NYC2015-12-31,2015-12-31,NYC,95,-0.5341057413840966,0.0
NYC2016-01-01,2016-01-01,NYC,230,-0.2435662994730462,0.0
NYC2016-01-02,2016-01-02,NYC,367,0.16317880111039318,0.0
NYC2016-01-03,2016-01-03,NYC,547,0.40775619321050294,0.0
NYC2016-01-04,2016-01-04,NYC,304,-0.013379580196358876,0.0
NYC2016-01-05,2016-01-05,NYC,307,0.06416023512383173,0.0
NYC2016-01-06,2016-01-06,NYC,355,0.17173666528842046,0.0
NYC2016-01-07,2016-01-07,NYC,339,0.14403537846186276,0.0
NYC2016-01-09,2016-01-09,NYC,19,-0.8476730593619193,0.0
NYC2016-01-10,2016-01-10,NYC,507,0.2749504587383613,0.0
NYC2016-01-11,2016-01-11,NYC,304,-0.03244206061910926,0.0
NYC2016-01-12,2016-01-12,NYC,125,-0.47413562019628147,0.0
NYC2016-01-14,2016-01-14,NYC,186,-0.3120407213341343,0.0
NYC2016-01-15,2016-01-15,NYC,109,-0.6266295748813164,0.0
NYC2016-01-16,2016-01-16,NYC,312,-0.03216253349052223,0.0
NYC2016-01-17,2016-01-17,NYC,139,-0.794754156573869,0.0
NYC2016-01-18,2016-01-18,NYC,378,0.15834177049434905,0.0
NYC2016-01-23,2016-01-23,NYC,99,-0.6600625520202356,0.0
NYC2016-01-24,2016-01-24,NYC,890,1.326605430143108,1.0
NYC2016-01-25,2016-01-25,NYC,419,0.2548304724013595,0.0
NYC2016-01-26,2016-01-26,NYC,226,-0.22681422745986202,0.0
NYC2016-01-27,2016-01-27,NYC,294,-0.062437974242355754,0.0
NYC2016-01-28,2016-01-28,NYC,470,0.4572546451520303,0.0
NYC2016-01-29,2016-01-29,NYC,307,-0.10251100381384592,0.0
NYC2016-01-30,2016-01-30,NYC,451,0.32383462597231993,0.0
NYC2016-01-31,2016-01-31,NYC,916,1.3809060366254537,1.0
NYC2016-02-01,2016-02-01,NYC,210,-0.3609005930767252,0.0
NYC2016-02-02,2016-02-02,NYC,418,0.30119796985551184,0.0
NYC2016-02-03,2016-02-03,NYC,177,-0.41549663912936496,0.0
NYC2016-02-04,2016-02-04,NYC,226,-0.25778834135884166,0.0
NYC2016-02-05,2016-02-05,NYC,289,-0.17285291900288313,0.0
NYC2016-02-06,2016-02-06,NYC,388,0.12536524010531758,0.0
NYC2016-02-07,2016-02-07,NYC,602,0.4667816716731312,1.0
NYC2016-02-08,2016-02-08,NYC,186,-0.44772879985036074,0.0
NYC2016-02-09,2016-02-09,NYC,190,-0.36721106535916614,0.0
NYC2016-02-10,2016-02-10,NYC,465,0.3878871927458598,0.0
NYC2016-02-11,2016-02-11,NYC,270,-0.1500287792068996,0.0
NYC2016-02-12,2016-02-12,NYC,100,-0.7293799169835268,0.0
NYC2016-02-13,2016-02-13,NYC,214,-0.38814308021785815,0.0
NYC2016-02-14,2016-02-14,NYC,212,-0.6624650185961746,0.0
NYC2016-02-15,2016-02-15,NYC,121,-0.6498701496239382,0.0
NYC2016-02-16,2016-02-16,NYC,400,0.21515952497207058,0.0
NYC2016-02-17,2016-02-17,NYC,135,-0.5695055235216064,0.0
NYC2016-02-18,2016-02-18,NYC,273,-0.15747354530352276,0.0
NYC2016-02-19,2016-02-19,NYC,147,-0.6110769339128226,0.0
NYC2016-02-20,2016-02-20,NYC,506,0.42913681470614007,0.0
NYC2016-02-21,2016-02-21,NYC,239,-0.6006828118155303,0.0
NYC2016-02-22,2016-02-22,NYC,431,0.219255620119444,0.0
NYC2016-02-23,2016-02-23,NYC,156,-0.49541690000252536,0.0
NYC2016-02-24,2016-02-24,NYC,129,-0.6010773402106295,0.0
NYC2016-02-25,2016-02-25,NYC,134,-0.5681028179500387,0.0
NYC2016-02-26,2016-02-26,NYC,290,-0.2172207271747193,0.0
NYC2016-02-27,2016-02-27,NYC,427,0.1901127062399799,0.0
NYC2016-02-28,2016-02-28,NYC,625,0.4866982794448418,1.0
NYC2016-02-29,2016-02-29,NYC,436,0.22027104939764097,0.0
NYC2016-03-01,2016-03-01,NYC,326,-0.023572422383070446,0.0
NYC2016-03-02,2016-03-02,NYC,316,-0.08051625498928827,0.0
NYC2016-03-03,2016-03-03,NYC,142,-0.5578280039395378,0.0
NYC2016-03-09,2016-03-09,NYC,699,1.0005478383581041,1.0
NYC2016-03-10,2016-03-10,NYC,428,0.24681895147179023,0.0
NYC2016-03-11,2016-03-11,NYC,653,0.7949307133260499,1.0
NYC2016-03-12,2016-03-12,NYC,444,0.2159439729057544,0.0
NYC2016-03-13,2016-03-13,NYC,257,-0.6261978099345351,0.0
NYC2016-03-14,2016-03-14,NYC,151,-0.6542100723101021,0.0
NYC2016-03-15,2016-03-15,NYC,572,0.6179876957555883,1.0
NYC2016-03-18,2016-03-18,NYC,439,0.140416600369903,0.0
NYC2016-03-19,2016-03-19,NYC,351,-0.09205757009794224,0.0
NYC2016-03-20,2016-03-20,NYC,187,-0.8260209022827751,0.0
NYC2016-03-21,2016-03-21,NYC,199,-0.5173509724007999,0.0
NYC2016-04-05,2016-04-05,NYC,107,-0.7045907679442729,0.0
NYC2016-04-06,2016-04-06,NYC,227,-0.3886539090255302,0.0
NYC2016-04-07,2016-04-07,NYC,374,0.05162588365269061,0.0
NYC2016-04-08,2016-04-08,NYC,395,0.01985750090696592,0.0
NYC2016-04-09,2016-04-09,NYC,185,-0.5600957497242771,0.0
NYC2016-04-10,2016-04-10,NYC,323,-0.432329898451166,0.0
NYC2016-04-11,2016-04-11,NYC,214,-0.4682873708136889,0.0
NYC2016-04-12,2016-04-12,NYC,343,-0.028237590557541048,0.0
NYC2016-04-13,2016-04-13,NYC,370,0.022622870165958542,0.0
NYC2016-04-14,2016-04-14,NYC,426,0.20353008046985033,0.0
NYC2016-04-15,2016-04-15,NYC,463,0.21754326176898608,0.0
NYC2016-04-16,2016-04-16,NYC,647,0.7613827097969179,1.0
NYC2016-04-17,2016-04-17,NYC,867,1.1231557047166132,1.0
NYC2016-04-18,2016-04-18,NYC,484,0.30592615987703864,0.0
NYC2016-04-19,2016-04-19,NYC,611,0.7404228193011564,1.0
NYC2016-04-20,2016-04-20,NYC,503,0.4064264071014976,0.0
NYC2016-04-21,2016-04-21,NYC,320,-0.0941216782055726,0.0
